Title: The Carnegie Supernova Project I: Third Photometry Data Release of 
       Low-Redshift Type Ia Supernovae and Other White Dwarf Explosions  
Authors: Krisciunas K., Contreras C., Burns C.R., Phillips M.M., 
         Stritzinger M.D., Morrell N., Hamuy M., Anais J., Boldt L., Busta L., 
         Campillay A., Castellon S., Folatelli G., Freedman W.L., Gonzalez C., 
         Hsiao E.Y., Krzeminski W., Persson S.E., Roth M., Salgado F., Seron J.,
         Suntzeff N.B., Torres S., Filippenko A.V., Li W., Madore B.F., 
         Depoy D.L., Marshall J.L., Rheault J.-P., Villanueva S. 
Table: Infrared Photometry of SNe in Natural System of Swope (+RetroCam)
================================================================================
Byte-by-byte Description of file: ajaa8df0t10_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label  Explanations
--------------------------------------------------------------------------------
   1-  8 A8     ---     SN     Supernova identifier
  10- 19 F10.2  d       JD     Julian Date of observation 
  21- 26 F6.3   mag     Ymag   Final, apparent Y band magnitude (1)
  28- 32 F5.3   mag   e_Ymag   The 1{sigma} uncertainty in Ymag (1)
  34- 39 F6.3   mag     Jmag   Final, apparent J band magnitude (1)
  41- 45 F5.3   mag   e_Jmag   The 1{sigma} uncertainty in Jmag (1)
  47- 52 F6.3   mag     Hmag   Final, apparent H band magnitude (1)
  54- 58 F5.3   mag   e_Hmag   The 1{sigma} uncertainty in Hmag (1)
--------------------------------------------------------------------------------
Note (1): The photometry presented here was obtained with the J-band filter 
          RC1, which was used prior to 15 January 2009.  A 0.000 {+/-} 0.000 
          indicates no data.
--------------------------------------------------------------------------------
SN2005el 2453640.80 15.652 0.011 15.650 0.014 15.707 0.022 
SN2005el 2453640.81 15.651 0.011 15.617 0.013 15.730 0.021 
SN2005el 2453643.79 15.562 0.009 15.513 0.013 15.733 0.026 
SN2005el 2453643.80 15.546 0.010 15.521 0.015 15.739 0.027 
SN2005el 2453648.79 16.051 0.029 15.858 0.021 16.044 0.048 
SN2005el 2453648.80 16.050 0.016 15.905 0.029 15.928 0.058 
SN2005el 2453656.83 16.606 0.017 17.426 0.065  0.000 0.000 
SN2005el 2453656.83 16.605 0.020  0.000 0.000  0.000 0.000 
SN2005el 2453657.76 16.599 0.017 17.364 0.040 16.442 0.039 
SN2005el 2453657.77 16.587 0.020 17.266 0.038 16.371 0.034 
SN2005el 2453660.83 16.490 0.016 17.409 0.058 16.277 0.039 
SN2005el 2453660.84 16.465 0.018 17.321 0.044 16.401 0.062 
SN2005el 2453664.82 16.148 0.017 17.151 0.041  0.000 0.000 
SN2005el 2453664.84 16.182 0.020 17.304 0.058  0.000 0.000 
SN2005el 2453668.80 15.800 0.012 16.798 0.040 15.936 0.029 
SN2005el 2453668.81 15.767 0.012 16.873 0.034 15.916 0.034 
